NAME_1,NAME_2,NAME_3,loss_2016,treecover2000,percentloss
Tanintharyi,Kawthoung,Kawthaung,37602,3140789,0.011972151
Ayeyarwady,Bassein,Ngaputaw,13884,2258207,0.006148241
Ayeyarwady,Myoungmya,Labutta,775,78864,0.009827044
Ayeyarwady,Myoungmya,Myaungmya,3650,225412,0.016192572
Ayeyarwady,Myoungmya,Wakema,3,17986,0.000166796
Rakhine,Maungtaw,Maungdaw,19983,1296413,0.015414069
Rakhine,Buthidaung,Buthidaung,33460,2160957,0.015483881
Rakhine,Buthidaung,Ponnagyun & Rathedaung,6156,1031589,0.005967493
Rakhine,Buthidaung,Sittwe (Akyab),18,2179,0.00826067
Rakhine,Sittwe,Pauktaw,353,199933,0.001765591
Rakhine,Sittwe,Myebon,3215,1624717,0.001978806
Rakhine,Kyaunkpyu,Kyaukpyu,2590,587306,0.004409967
Rakhine,Kyaunkpyu,An,96860,8382837,0.011554561
Rakhine,Sittwe,Minbya,15380,3658938,0.004203405
Rakhine,Sittwe,Mrauk-Oo,2303,603619,0.003815321
Chin,Mindat,Paletwa,272881,12225679,0.022320314
Chin,Mindat,Kanpetlet,30734,2850034,0.010783731
Rakhine,Sittwe,Kyauktaw,4415,1475443,0.002992322
Chin,Mindat,Matupi,61830,6387534,0.009679792
Chin,Palam,Thlangtlang,87738,4675850,0.018764075
Chin,Palam,Haka,54915,4694623,0.011697425
Chin,Mindat,Mindat,94954,4717849,0.020126545
Magway,Pakokku,Saw,3892,1787752,0.002177036
Magway,Pakokku,Seikpyu,39,225644,0.000172839
Magway,Pakokku,Pauk,460,569137,0.000808241
Magway,Pakokku,Htilin,756,930198,0.00081273
Magway,Pakokku,Gangaw,1777,1661654,0.001069416
Sagaing,Kalemyo,Kale,8945,2412434,0.003707873
Sagaing,Kalemyo,Mingin,2786,3471362,0.000802567
Sagaing,Monywa,Kani,1315,2650588,0.000496116
Sagaing,Monywa,Pale,3640,673174,0.00540722
Magway,Pakokku,Myaing,2,4848,0.000412541
Sagaing,Monywa,Yinmabin,0,24038,0
Sagaing,Monywa,Budalin,0,4327,0
Sagaing,Monywa,Monywa,0,709,0
Sagaing,Monywa,Salingyi,0,1731,0
Magway,Pakokku,Yesagyo,0,2253,0
Magway,Pakokku,Pakokku,0,975,0
Mandalay,Myingyan,Nyaungu,0,308,0
Mandalay,Myingyan,Kyaukpadaung,0,76372,0
Magway,Magwe Minbu,Chauk,0,338,0
Magway,Minbu,Salin,340,464085,0.000732624
Magway,Magwe Minbu,Yenangyaung,0,111,0
Magway,Magwe Minbu,Magwe,0,150,0
Magway,Minbu,Minbu (Sagu),0,93038,0
Magway,Minbu,Pwinbyu,15,209815,7.15E-05
Magway,Minbu,Sidoktaya,5593,2863453,0.001953236
Magway,Minbu,Ngape,15783,880920,0.017916496
Magway,Thayetmyo,Minhla,10184,720876,0.014127256
Magway,Thayetmyo,Mindon,5163,2155693,0.002395053
Magway,Thayetmyo,Sinbaungwe (Tantabin),83,191828,0.000432679
Magway,Thayetmyo,Thayet,72,131013,0.000549564
Magway,Thayetmyo,Kama,140,608776,0.00022997
Rakhine,Thandwe,Taungup,13486,5478524,0.002461612
Rakhine,Thandwe,Arakan (Sandoway),9211,4649772,0.001980957
Bago,Pyay,Padaung,1043,1760537,0.000592433
Bago,Pyay,Shwedaung,176,50887,0.003458644
Ayeyarwady,Hinthada,Kyangin,328,470713,0.000696815
Ayeyarwady,Hinthada,Myanaung,1736,694854,0.002498367
Ayeyarwady,Hinthada,Ingapu,1433,875065,0.001637593
Rakhine,Thandwe,Gwa,6595,3113144,0.002118437
Rakhine,Kyaunkpyu,Man Aung,247,252183,0.000979447
Rakhine,Kyaunkpyu,Ramree,2213,917803,0.002411193
Ayeyarwady,Bassein,Bassein West,15575,1121269,0.013890512
Ayeyarwady,Bassein,Thabaung,8590,1591547,0.005397264
Ayeyarwady,Hinthada,Lemyethna,2694,585055,0.004604695
Ayeyarwady,Bassein,Yegyi,1353,453532,0.002983251
Ayeyarwady,Bassein,Kyonpyaw,1,87870,1.14E-05
Ayeyarwady,Bassein,Kyaunggon,2,20394,9.81E-05
Ayeyarwady,Myoungmya,Einme,0,32902,0
Ayeyarwady,Myoungmya,Moulmeingyun,0,10347,0
Ayeyarwady,Maubin,Pantanaw,423,136447,0.003100105
Ayeyarwady,Pharpon,Kyaiklat,0,24235,0
Ayeyarwady,Maubin,Ma-Ubin,22,20191,0.001089594
Ayeyarwady,Maubin,Irrawaddy,0,25431,0
Ayeyarwady,Maubin,Yandoon,14,58093,0.000240993
Ayeyarwady,Maubin,Danubyu,26,46895,0.00055443
